Global Volcanism Program - Volcanoes of the World 5.1.7,,,Downloaded on 31 May 2024 at 03:23 PM,,,,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
351020,Paramo de Ruiz,"Synonym of Ruiz, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
351070,Páramo de Tajumbina,Synonym of Dona Juana,,,,,,,,,,,,,,,,,,,,,,,
358010,Paratun,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
356011,"Parehe, Maunga",Dome of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
355012,Parinacota,Stratovolcano,290,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, , , , , , ,18,123,3442,63717
355012,Parinacota,Stratovolcano of Parinacota,,,,,,,,,,,,,,,,,,,,,,,
355050,"Paruma, Cerro",Stratovolcano of Olca-Paruma,,,,,,,,,,,,,,,,,,,,,,,
355050,"Paruma, Volcán",Stratovolcano of Olca-Paruma,,,,,,,,,,,,,,,,,,,,,,,
357066,"Parva, La",Vent of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
356011,"Pascua, Isla de",Synonym of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
351080,"Pasto, Volcán de",Synonym of Galeras,,,,,,,,,,,,,,,,,,,,,,,
358010,Pata,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358010,Patahuille,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
353120,"Patricio, Cerro",Cone of San Cristobal (Ecuador),,,,,,,,,,,,,,,,,,,,,,,
354060,Paugarani,"Synonym of Casiri, Nevados",,,,,,,,,,,,,,,,,,,,,,,
355012,"Payachata, Nevados de",Synonym of Parinacota,,,,,,,,,,,,,,,,,,,,,,,
357066,Payun Matru,Volcanic field,-5050,Argentina,South America,Central Chile and Argentina,-36.422,-69.241,3715,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , ,0,0,151,13636
357066,Payun Matru,Caldera of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357066,"Payún, Cerro",Stratovolcano of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
355200,Peinado,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.623,-68.116,5741,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,47,8585
351080,"Peladito, El",Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
353050,"Pelado, Cerro","Pyroclastic cone of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
358040,"Pelado, Cerro",Cone of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
357062,Pellado,Stratovolcano of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
357066,"Peludo, El",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357093,Pemehue,Cone of Tolhuaca,,,,,,,,,,,,,,,,,,,,,,,
355124,Peñón al Norte del Falso Azufre,"Synonym of Falso Azufre, Cerro",,,,,,,,,,,,,,,,,,,,,,,
354007,"Penones, Cerro los","Dome of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
357040,Peteroa,Submarine cone of Planchon-Peteroa,,,,,,,,,,,,,,,,,,,,,,,
358010,"Picada, La",Stratovolcano of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357112,Pichares,Cone of Caburgua-Huelemolle,,,,,,,,,,,,,,,,,,,,,,,
357150,Pichi Caulle,Cone of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357140,"Pichi, Volcán",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357150,"Pichi-Gol, Volcán",Maar of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
354004,"Pichihua, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
358010,"Pichihuinco, Volcán",Pyroclastic cone of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358012,"Pichilaguna, Volcán",Maar of Cayutue-La Viguería,,,,,,,,,,,,,,,,,,,,,,,
357091,Pichimalla,Crater of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
355096,"Pili, Cerro",Synonym of Acamarachi,,,,,,,,,,,,,,,,,,,,,,,
351060,Pilimbala,Thermal of Purace,,,,,,,,,,,,,,,,,,,,,,,
357130,Pillan,"Synonym of Mocho, El",,,,,,,,,,,,,,,,,,,,,,,
358010,Pillan,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357140,Pillanilahue,Synonym of Carrán,,,,,,,,,,,,,,,,,,,,,,,
357130,"Pilmaiquen, Crater",Pyroclastic cone of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
352041,Pilongo,Dome of Iliniza,,,,,,,,,,,,,,,,,,,,,,,
357120,Pimenton,Crater of Villarrica,,,,,,,,,,,,,,,,,,,,,,,
358025,"Pinchuleu, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
353070,Pinta,Shield,1928,Ecuador,South America,Galapagos Islands,0.58,-90.75,780,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,427,427,427,1626
351080,"Pinta, El",Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
353050,"Pipon, Cerro","Pyroclastic cone of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
351020,"Pirana, Alto la","Dome of Ruiz, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
358010,Pire,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358010,Pirepillan,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357070,Pirigallo,"Pleistocene caldera of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357123,Pirihueico,Stratovolcano of Huanquihue Group,,,,,,,,,,,,,,,,,,,,,,,
352010,Pisambilla,Synonym of Reventador,,,,,,,,,,,,,,,,,,,,,,,
358010,Pise,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
352002,Pitzantzi,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
357153,Piuquenes,Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
352004,Plancha Ladera,Cone of Imbabura,,,,,,,,,,,,,,,,,,,,,,,
357040,Planchón,Caldera of Planchon-Peteroa,,,,,,,,,,,,,,,,,,,,,,,
357040,Planchon-Peteroa,Stratovolcano(es),2019,Chile,South America,Central Chile and Argentina,-35.223,-70.568,3977,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,6,48,1345,634959
357020,Plantat,Pyroclastic cone of San Jose,,,,,,,,,,,,,,,,,,,,,,,
353010,Plata,Synonym of Fernandina,,,,,,,,,,,,,,,,,,,,,,,
358012,Pocoihuen,Cone of Cayutue-La Viguería,,,,,,,,,,,,,,,,,,,,,,,
357140,"Pocura, Laguna",Maar of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
356011,Poike,Shield volcano of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
355012,Pomerape,Stratovolcano of Parinacota,,,,,,,,,,,,,,,,,,,,,,,
352011,"Pondona, Loma",Dome of Pululahua,,,,,,,,,,,,,,,,,,,,,,,
358030,Porcelana,Cone of Huequi,,,,,,,,,,,,,,,,,,,,,,,
352022,Porterillos,Dome of Chacana,,,,,,,,,,,,,,,,,,,,,,,
357070,"Portezuelo, Volcanes del","Cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357061,"Portillo, Volcán el","Cone of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
351080,Portrilla,Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
358080,"Potio Aike, Lago",Maar of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
357072,"Pozo, El",Crater of Tromen Volcanic Plateau,,,,,,,,,,,,,,,,,,,,,,,
357066,"Pozo, El",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
358010,Prarauque,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357140,"Providencia, Volcán",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357120,Pucanu,Synonym of Villarrica,,,,,,,,,,,,,,,,,,,,,,,
357140,"Puchura, Volcán",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357120,Pucon,Synonym of Villarrica,,,,,,,,,,,,,,,,,,,,,,,
354004,"Pucu Mauras, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
352005,Puellaro,Dome of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
358010,Puhuahuen,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
356011,"Pu'i, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
358010,Pujajauco,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358010,Pujajen,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
356011,"Pukopuhi, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,Puku Ngaahaaha,Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
355107,Pular,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,50,5000
352011,Pululagua,Synonym of Pululahua,,,,,,,,,,,,,,,,,,,,,,,
352011,Pululahua,Caldera,290,Ecuador,South America,Ecuador,0.0464,-78.49,3360,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,534403,534403,1192411,3330856
354004,"Puma Ranga, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
358010,"Pumas, Los",Crater of Osorno,,,,,,,,,,,,,,,,,,,,,,,
352031,Pumayacu,Dome of Aliso,,,,,,,,,,,,,,,,,,,,,,,
355020,Punata,Synonym of Guallatiri,,,,,,,,,,,,,,,,,,,,,,,
352002,Puncara,Synonym of Anburo,,,,,,,,,,,,,,,,,,,,,,,
353011,Punta Vincente Roca,Tuff cone of Ecuador,,,,,,,,,,,,,,,,,,,,,,,
355101,"Puntas Negras, Volcán",Stratovolcano of Cordon de Puntas Negras,,,,,,,,,,,,,,,,,,,,,,,
357160,"Punteagudo, Cerro",Synonym of Puntiagudo-Cordon Cenizos,,,,,,,,,,,,,,,,,,,,,,,
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,South America,Central Chile and Argentina,-40.969,-72.264,2493,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,30,284,5666,698814
357066,Puntudo,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
351060,Purace,Stratovolcano(es),2023,Colombia,South America,Colombia,2.32,-76.4,4650,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1465,7152,335698,1751540
358010,Purahilla,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358010,Purahuille,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358010,Purarrahue,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
355094,Purico Complex,Shield(pyroclastic),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,0,11,1024,10741
355090,Putana,Stratovolcano,1810,Chile,South America,"Northern Chile, Bolivia and Argentina",-22.557,-67.853,5884,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,24,80,1609,12788
355094,"Putas, Cerro",Dome of Purico Complex,,,,,,,,,,,,,,,,,,,,,,,
355011,"Putre, Nevados de",Stratovolcano of Taapaca,,,,,,,,,,,,,,,,,,,,,,,
355011,"Putre, Nevados de",Synonym of Taapaca,,,,,,,,,,,,,,,,,,,,,,,
357153,Puyehue-Aguas Calientes Hot Springs,Hot Spring of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
357150,Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,South America,Central Chile and Argentina,-40.59,-72.117,2236,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,129,783,7163,515357
358053,Puyuguapi,Synonym of Puyuhuapi,,,,,,,,,,,,,,,,,,,,,,,
358053,Puyuhuapi,Pyroclastic cone(s),Unknown,Chile,South America,Southern Chile and Argentina,-44.3,-72.53,524,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,759,819,1063,17135
353050,"Quatro Hermanos, Los","Tuff cone of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
352030,Quebrada del Azufre Grande,Thermal of Antisana,,,,,,,,,,,,,,,,,,,,,,,
351012,Quebrada Seca,"Caldera of Bravo, Cerro",,,,,,,,,,,,,,,,,,,,,,,
358040,Quechucabi of Ovalle,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
357123,Quelguenco,Stratovolcano of Huanquihue Group,,,,,,,,,,,,,,,,,,,,,,,
358020,Quellaipe,Synonym of Calbuco,,,,,,,,,,,,,,,,,,,,,,,
358020,Quellaype,Synonym of Calbuco,,,,,,,,,,,,,,,,,,,,,,,
357140,Quemado,Synonym of Riñinahue,,,,,,,,,,,,,,,,,,,,,,,
357111,Questrodugun,Synonym of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
357111,Quetrodugon,Synonym of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
358010,Quetrupe,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357121,Quetrupillan,Stratovolcano,255,Chile,South America,Central Chile and Argentina,-39.496,-71.722,2360,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,129,518,11191,269087
352060,Quilatoa,Synonym of Quilotoa,,,,,,,,,,,,,,,,,,,,,,,
357091,Quillaicahue,Crater of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
357060,"Quillayes, Crater los","Crater of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
352060,Quilotoa,Caldera,1280,Ecuador,South America,Ecuador,-0.8592,-78.9044,3914,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , ,Andesite / Basaltic Andesite, , , , ,40429,40429,124306,4333779
354000,Quimsachata,Synonym of Kimsachata-Oroscocha,,,,,,,,,,,,,,,,,,,,,,,
354030,Quinistaquillas,Synonym of Huaynaputina,,,,,,,,,,,,,,,,,,,,,,,
357121,Quinquilil,Stratovolcano of Quetrupillan,,,,,,,,,,,,,,,,,,,,,,,
352060,Quirotoa,Synonym of Quilotoa,,,,,,,,,,,,,,,,,,,,,,,
357140,"Quirrasco, Volcán",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357120,Quitralpillan,Synonym of Villarrica,,,,,,,,,,,,,,,,,,,,,,,
357060,Quizapu,"Crater of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357060,Quizapu,"Synonym of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357153,Raihuen,Crater of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
357050,"Rajaderas, Volcán",Stratovolcano of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
357030,Rancagua,Synonym of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
357150,Ranco,Synonym of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
356011,Rano Kau,Shield volcano of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,Rano Raraku,Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357130,"Ranquil, Crater",Pyroclastic cone of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
356011,Rapa Nui,Shield(s),Unknown,Chile,South America,Pacific Ocean (Chilean Islands),-27.114,-109.356,501,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Rhyolite, ,Trachyte / Trachydacite, , , , ,698,4029,4091,4091
352041,Rasuyacu,Synonym of Tishigcuchi,,,,,,,,,,,,,,,,,,,,,,,
357153,Rayhuen,Synonym of Raihuen,,,,,,,,,,,,,,,,,,,,,,,
358063,Reclus,Pyroclastic cone,1908,Chile,South America,Southern Chile and Argentina,-50.9395,-73.5802,1403,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite, , , , , , , , , ,0,1,420,12382
353091,Red Hill,Cone of Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,
357112,Redondo,Cone of Caburgua-Huelemolle,,,,,,,,,,,,,,,,,,,,,,,
357111,"Redondo, Volcán",Cone of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
358030,Relibuentu,Synonym of Huequi,,,,,,,,,,,,,,,,,,,,,,,
357070,"Renegado, Volcán","Stratovolcano of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357130,Renihue,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357065,"Resago, Volcan",Pyroclastic cone,Unknown,Chile,South America,Central Chile and Argentina,-36.4606,-70.9033,1890,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,35,196,2095,268547
357060,"Resolana, Crater la","Crater of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
356011,"Retu, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
352010,Reventador,Stratovolcano,2024,Ecuador,South America,Ecuador,-0.077,-77.656,3562,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,484,963,4403,2619647
352010,"Reventador, El",Synonym of Reventador,,,,,,,,,,,,,,,,,,,,,,,
357121,"Reyeheico, Volcanes de",Pyroclastic cone of Quetrupillan,,,,,,,,,,,,,,,,,,,,,,,
357066,Rial,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
355122,Rinconada Cerro Bayo,"Cone of Bayo Gorbea, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357130,Rinihue,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357140,Riñinahue,Maar of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357062,Río Colorado,Pleistocene caldera of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
358057,Río Ibáñez,"Pyroclastic cone of Hudson, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357024,Risco Plateado,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-34.917,-69.981,4999,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,522,190076
357021,Riso Patrón,Pyroclastic cone of Maipo,,,,,,,,,,,,,,,,,,,,,,,
355210,Robledo,"Synonym of Blanco, Cerro",,,,,,,,,,,,,,,,,,,,,,,
352002,"Rodeopampa, Loma",Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
358012,Rollizos,Cone of Cayutue-La Viguería,,,,,,,,,,,,,,,,,,,,,,,
351011,Romeral,Stratovolcano,-5390,Colombia,South America,Colombia,5.203,-75.363,3769,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,236,2822,537402,4005655
334070,Rose Garden,Thermal of Galapagos Rift,,,,,,,,,,,,,,,,,,,,,,,
334070,Rosebud,Thermal of Galapagos Rift,,,,,,,,,,,,,,,,,,,,,,,
352020,Rucu Pichincha,Stratovolcano of Guagua Pichincha,,,,,,,,,,,,,,,,,,,,,,,
351020,"Ruiz, Nevado del",Stratovolcano,2024,Colombia,South America,Colombia,4.892,-75.324,5279,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,3849,20146,507608,4252435
354006,Sabancaya,Stratovolcano(es),2024,Peru,South America,Peru,-15.787,-71.857,5960,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,51,526,12678,1052517
355091,Sairecabur,Stratovolcano(es),Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.719,-67.891,5961,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,21,69,1721,11172
355180,Salar de Antofalla,Volcanic field of Antofagasta Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
353090,Salt Lake,Crater of Santiago,,,,,,,,,,,,,,,,,,,,,,,
352002,San Alfonso,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
352005,San Bartolo,Stratovolcano of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
357130,"San Carlos, Crateres de",Pyroclastic cone of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
353120,San Cristobal,Shield,Unknown,Ecuador,South America,Galapagos Islands,-0.88,-89.5,759,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite, , , , ,7661,7661,7723,16189
354010,San Fransisco,"Synonym of Misti, El",,,,,,,,,,,,,,,,,,,,,,,
352005,San Jorge,Dome of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
357020,San Jose,Stratovolcano(es),1960,Chile-Argentina,South America,Central Chile and Argentina,-33.789,-69.895,6070,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,194,616,15963,6615248
357020,San Jose,Stratovolcano of San Jose,,,,,,,,,,,,,,,,,,,,,,,
357020,San Jose de Maipo,Synonym of San Jose,,,,,,,,,,,,,,,,,,,,,,,
357062,San Pedro,Stratovolcano of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
357062,San Pedro-Pellado,Stratovolcano(es),Unknown,Chile,South America,Central Chile and Argentina,-35.989,-70.849,3621,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,12,208,4155,500494
357062,San Pedro-Tatara,Synonym of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
353090,San Salvador,Synonym of Santiago,,,,,,,,,,,,,,,,,,,,,,,
352090,Sanagay,Synonym of Sangay,,,,,,,,,,,,,,,,,,,,,,,
352090,Sangai,Synonym of Sangay,,,,,,,,,,,,,,,,,,,,,,,
352090,Sangay,Stratovolcano,2024,Ecuador,South America,Ecuador,-2.005,-78.341,5286,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,231,1675,15130,1355275
352050,Santa Barbara,Dome of Cotopaxi,,,,,,,,,,,,,,,,,,,,,,,
353091,Santa Cruz,Shield,Unknown,Ecuador,South America,Galapagos Islands,-0.62,-90.33,864,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,8529,8529,8800,18434
357070,"Santa Gertrudis, Volcán","Cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
351021,Santa Isabel,Shield,-850,Colombia,South America,Colombia,4.818,-75.365,4944,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,4793,12226,302952,4137147
357066,"Santa María, Volcán",Cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
354004,Santa Rosa,Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
351020,"Santano, Alto de","Dome of Ruiz, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
353090,Santiago,Shield,1906,Ecuador,South America,Galapagos Islands,-0.22,-90.77,920,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,74,74,104,12001
355093,"Santo Domingo, Cerro",Dome of Guayaques,,,,,,,,,,,,,,,,,,,,,,,
353050,"Santo Tomas, Volcan","Synonym of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
354002,Sara Sara,Stratovolcano,Unknown,Peru,South America,Peru,-15.33,-73.45,5522,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,53,751,18707,127762
357153,Sarnoso,Stratovolcano of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
357061,"Saso, Volcán","Cone of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
354004,"Sayhua, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
357070,Shangri-La,"Dome of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357130,Shoshuenco,Synonym of Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
355100,"Simba, Volcan",Synonym of Aguas Calientes,,,,,,,,,,,,,,,,,,,,,,,
358012,Sin Nombre,Cone of Cayutue-La Viguería,,,,,,,,,,,,,,,,,,,,,,,
357060,"Sin Nombre, Crater","Crater of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357010,"Sin Nombre, Nevado",Stratovolcano of Tupungatito,,,,,,,,,,,,,,,,,,,,,,,
352001,Soche,Stratovolcano,-6650,Ecuador,South America,Ecuador,0.552,-77.58,3955,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,123,1460,70322,1840573
355109,Socompa,Stratovolcano,-5250,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.396,-68.246,6031,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,5,113,538,8620
357111,Sollipulli,Caldera,1240,Chile,South America,Central Chile and Argentina,-38.97,-71.52,2282,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,2971,2971,8904,510741
